textrank:
老师	0.621760712645
学习	0.488889323568
微积分	0.466038726816
认证	0.354861415037
问题	0.323639085276
证书	0.315301205984
申请	0.307335183769
请问	0.254381676154
希望	0.245331442182
描述	0.232606108444
视频	0.225012518646
习题	0.2111458716
输入	0.20580703287
助教	0.204551693607
内容	0.191201187098
图像	0.189413015831
数学	0.186667358001
考核	0.186644426141
修课	0.180268112937
欢迎	0.174215099743
答案	0.170044834776
时间	0.160933273904
开课	0.158073243208
函数	0.156648910804
付费	0.147485735096
参考	0.140090072539
大学	0.139632262215
第题	0.137222811595
形式	0.133305627609
时候	0.130391088518
趋向于	0.126440012905
利用	0.114734233956
发帖	0.114094918114
得到	0.110215666791
选项	0.109759535092
自主	0.108924861272
练习	0.108662774824
无法	0.108148031892
招生	0.106986638103
电子	0.104841850676
回复	0.104321115864
TF-IDF:
微积分	0.107027766806
老师	0.0882877589316
认证	0.0733724997619
学习	0.0648871563112
习题	0.0634686838479
证书	0.0566871279164
修课	0.0537091763515
开课	0.0525800961794
申请	0.0518339181371
助教	0.0491592838072
请问	0.0453520434082
讨论区	0.0447576469596
极限	0.0443197180823
考核	0.0346680438534
视频	0.0331817542435
图像	0.0319436211892
付费	0.0318690518755
第题	0.0313303528717
描述	0.0299344041635
问题	0.0296781248452
趋向于	0.0292251379276
输入	0.0290757927179
具体	0.0288589642541
积分	0.0279251014265
希望	0.0272836899485
非常感谢	0.0271884013073
函数	0.0265216839063
导数	0.0259278963936
答案	0.025283108876
第一章	0.0228945120728
您好	0.0228795790335
数学	0.0222669652872
选项	0.0215527768431
实名	0.0212460345837
内容	0.0211445590132
学堂	0.0211232691734
练习	0.0211156617913
在线	0.0209751652903
